orderId,customerId,customerName,orderDate,totalAmount,status,eventId
O-00332,C-00329,Dang Van Cuong,2026-07-05,2076000,SUCCESS,EV-008
O-00333,C-01223,Vo Van Trung,2026-07-01,2038000,SUCCESS,EV-001
O-00334,C-00587,Le Van Khanh,2026-07-07,433000,SUCCESS,EV-006
O-00335,C-01780,Vo Van Binh,2026-07-01,2073000,SUCCESS,EV-004
O-00336,C-01885,Vo Van Minh,2026-07-13,4099000,SUCCESS,EV-008
O-00337,C-00240,Hoang Van Linh,2026-07-09,3217000,FAILED,EV-006
O-00338,C-00433,Tran Van Anh,2026-07-09,100000,SUCCESS,EV-007
O-00339,C-01086,Le Van Phuc,2026-07-06,3442000,SUCCESS,EV-004
O-00340,C-01200,Vo Van Thanh,2026-07-02,1669000,SUCCESS,EV-004
O-00341,C-01063,Vo Van Quang,2026-07-11,4197000,SUCCESS,EV-008
O-00342,C-01842,Dang Van Son,2026-07-17,239000,SUCCESS,EV-007
O-00343,C-00900,Le Van Phuc,2026-07-02,2162000,SUCCESS,EV-006
O-00344,C-00563,Dang Van Phuc,2026-07-13,1104000,SUCCESS,EV-005
O-00345,C-01622,Bui Van Khanh,2026-07-18,4270000,SUCCESS,EV-006
O-00346,C-00263,Le Van Quang,2026-06-25,1292000,SUCCESS,EV-009
O-00347,C-00328,Phan Van Hung,2026-07-01,4350000,SUCCESS,EV-008
O-00348,C-00029,Pham Van Phuc,2026-06-29,3923000,SUCCESS,EV-002
O-00349,C-00595,Nguyen Van Khanh,2026-07-02,1068000,SUCCESS,EV-008
O-00350,C-01736,Phan Van Cuong,2026-07-06,4427000,SUCCESS,EV-007
O-00351,C-01861,Dang Van Linh,2026-06-25,3838000,SUCCESS,EV-002
O-00352,C-01884,Dang Van Trung,2026-06-26,1362000,SUCCESS,EV-002
O-00353,C-01252,Nguyen Van Cuong,2026-07-08,2055000,SUCCESS,EV-005
O-00354,C-00850,Hoang Van Minh,2026-07-13,1396000,SUCCESS,EV-005
O-00355,C-01411,Hoang Van Anh,2026-07-18,2579000,SUCCESS,EV-003
O-00356,C-00163,Nguyen Van Trung,2026-07-17,1609000,SUCCESS,EV-007
O-00357,C-00195,Pham Van Hieu,2026-07-05,2877000,SUCCESS,EV-008
O-00358,C-00171,Vu Van Quang,2026-06-30,4707000,SUCCESS,EV-007
O-00359,C-00697,Dang Van Anh,2026-07-10,2287000,SUCCESS,EV-006
O-00360,C-01295,Dang Van Linh,2026-07-05,2583000,SUCCESS,EV-006
O-00361,C-00862,Bui Van Hieu,2026-06-22,3967000,FAILED,EV-006
O-00362,C-01495,Tran Van Phuc,2026-06-27,3002000,SUCCESS,EV-003
O-00363,C-01574,Pham Van Thanh,2026-06-24,3742000,SUCCESS,EV-004
O-00364,C-00409,Pham Van Hieu,2026-07-11,1397000,SUCCESS,EV-008
O-00365,C-00736,Vu Van Trung,2026-07-15,915000,SUCCESS,EV-009
O-00366,C-01446,Bui Van Quang,2026-06-19,4724000,SUCCESS,EV-001
O-00367,C-00790,Tran Van Phuc,2026-07-18,3506000,SUCCESS,EV-006
O-00368,C-00692,Bui Van Anh,2026-07-17,1630000,SUCCESS,EV-001
O-00369,C-01471,Tran Van Quang,2026-07-10,3295000,SUCCESS,EV-009
O-00370,C-01269,Hoang Van Trung,2026-07-12,2453000,SUCCESS,EV-002
O-00371,C-00121,Pham Van Son,2026-06-23,3553000,SUCCESS,EV-001
O-00372,C-01474,Nguyen Van Anh,2026-07-10,794000,SUCCESS,EV-002
O-00373,C-00820,Bui Van Thanh,2026-06-19,1300000,SUCCESS,EV-007
O-00374,C-00341,Vu Van Minh,2026-07-14,3905000,SUCCESS,EV-003
O-00375,C-01941,Le Van Son,2026-06-21,4922000,SUCCESS,EV-005
O-00376,C-00999,Pham Van Thanh,2026-06-30,1388000,SUCCESS,EV-009
O-00377,C-01719,Vu Van Hieu,2026-07-06,4595000,SUCCESS,EV-004
O-00378,C-00038,Hoang Van Linh,2026-07-16,3056000,SUCCESS,EV-002
O-00379,C-00293,Dang Van Hieu,2026-06-28,4480000,SUCCESS,EV-005
O-00380,C-00824,Hoang Van Son,2026-06-19,4392000,SUCCESS,EV-010
O-00381,C-01077,Vo Van Phuc,2026-07-02,716000,SUCCESS,EV-004
O-00382,C-00817,Phan Van Thanh,2026-06-23,4772000,SUCCESS,EV-004
O-00383,C-00937,Bui Van Dung,2026-07-01,3941000,SUCCESS,EV-005
O-00384,C-00432,Pham Van Linh,2026-06-27,3330000,SUCCESS,EV-010
O-00385,C-01974,Dang Van Binh,2026-07-13,2210000,SUCCESS,EV-008
O-00386,C-01947,Phan Van Nam,2026-07-02,4980000,SUCCESS,EV-009
O-00387,C-01280,Pham Van Phuc,2026-06-19,3183000,SUCCESS,EV-003
O-00388,C-00062,Bui Van Dung,2026-06-26,2548000,FAILED,EV-009
O-00389,C-00243,Bui Van Phuc,2026-07-17,1697000,SUCCESS,EV-001
O-00390,C-01351,Tran Van Thanh,2026-07-13,4921000,SUCCESS,EV-001
O-00391,C-00599,Le Van Hung,2026-07-16,1766000,SUCCESS,EV-002
O-00392,C-00116,Vo Van Quang,2026-07-05,3708000,FAILED,EV-009
O-00393,C-00088,Phan Van Dung,2026-07-02,4172000,SUCCESS,EV-007
O-00394,C-00024,Vu Van Hieu,2026-06-30,3037000,SUCCESS,EV-007
O-00395,C-01440,Le Van Khanh,2026-07-02,2429000,SUCCESS,EV-002
O-00396,C-00904,Nguyen Van Phuc,2026-07-10,2953000,SUCCESS,EV-002
O-00397,C-00620,Le Van Anh,2026-06-25,3684000,SUCCESS,EV-008
O-00398,C-00072,Bui Van Minh,2026-07-14,1920000,SUCCESS,EV-004
O-00399,C-00383,Hoang Van Hung,2026-07-03,3645000,SUCCESS,EV-008
O-00400,C-01068,Dang Van Minh,2026-07-09,4330000,SUCCESS,EV-003
O-00401,C-00595,Nguyen Van Khanh,2026-07-06,3256000,SUCCESS,EV-009
O-00402,C-00719,Phan Van Son,2026-07-05,1635000,FAILED,EV-006
O-00403,C-00029,Pham Van Phuc,2026-07-04,3974000,SUCCESS,EV-008
O-00404,C-01457,Le Van Thanh,2026-07-05,585000,SUCCESS,EV-004
O-00405,C-00404,Dang Van Quang,2026-07-01,4729000,SUCCESS,EV-006
O-00406,C-00191,Hoang Van Hung,2026-06-23,1450000,SUCCESS,EV-006
O-00407,C-01874,Nguyen Van Thanh,2026-07-08,2958000,SUCCESS,EV-003
O-00408,C-01477,Pham Van Anh,2026-06-19,2974000,SUCCESS,EV-003
O-00409,C-01642,Tran Van Trung,2026-07-04,1404000,SUCCESS,EV-005
O-00410,C-00785,Vo Van Quang,2026-07-02,4069000,SUCCESS,EV-005
O-00411,C-00177,Dang Van Linh,2026-06-25,1420000,SUCCESS,EV-002
O-00412,C-01780,Vo Van Binh,2026-06-24,4637000,SUCCESS,EV-006
O-00413,C-01786,Le Van Son,2026-06-26,2380000,SUCCESS,EV-009
O-00414,C-00274,Phan Van Hung,2026-07-09,3393000,SUCCESS,EV-003
O-00415,C-00376,Bui Van Phuc,2026-06-20,571000,SUCCESS,EV-003
O-00416,C-01972,Pham Van Dung,2026-07-18,4733000,SUCCESS,EV-005
O-00417,C-00296,Dang Van Cuong,2026-07-13,1913000,FAILED,EV-008
O-00418,C-01647,Nguyen Van Khanh,2026-07-03,2049000,SUCCESS,EV-009
O-00419,C-00063,Vu Van Thanh,2026-07-12,121000,SUCCESS,EV-003
O-00420,C-01037,Tran Van Dung,2026-07-08,4964000,SUCCESS,EV-001
O-00421,C-01201,Vu Van Quang,2026-07-02,1710000,SUCCESS,EV-003
O-00422,C-01163,Phan Van Thanh,2026-06-21,851000,SUCCESS,EV-008
O-00423,C-00269,Hoang Van Minh,2026-06-28,899000,SUCCESS,EV-010
O-00424,C-01320,Tran Van Khanh,2026-07-16,2657000,SUCCESS,EV-005
O-00425,C-01247,Hoang Van Trung,2026-07-11,3792000,SUCCESS,EV-005
O-00426,C-00100,Tran Van Hieu,2026-07-13,4361000,SUCCESS,EV-008
O-00427,C-00939,Le Van Son,2026-07-16,2883000,SUCCESS,EV-005
O-00428,C-01781,Phan Van Quang,2026-07-16,2104000,SUCCESS,EV-009
O-00429,C-00724,Vu Van Son,2026-06-21,4271000,SUCCESS,EV-003
O-00430,C-01932,Bui Van Khanh,2026-07-09,4885000,SUCCESS,EV-009
O-00431,C-01495,Tran Van Phuc,2026-07-14,4952000,FAILED,EV-004
O-00432,C-00358,Le Van Nam,2026-06-28,323000,SUCCESS,EV-006
O-00433,C-00025,Dang Van Cuong,2026-07-13,4843000,FAILED,EV-003
O-00434,C-01331,Hoang Van Thanh,2026-07-08,1183000,SUCCESS,EV-009
O-00435,C-01046,Hoang Van Quang,2026-07-08,1182000,SUCCESS,EV-007
O-00436,C-01645,Pham Van Linh,2026-06-19,3259000,SUCCESS,EV-010
O-00437,C-00438,Hoang Van Dung,2026-06-19,1854000,SUCCESS,EV-003
O-00438,C-01572,Pham Van Quang,2026-07-02,3600000,SUCCESS,EV-009
O-00439,C-00423,Le Van Cuong,2026-07-03,3081000,SUCCESS,EV-006
O-00440,C-01781,Phan Van Quang,2026-06-30,1570000,SUCCESS,EV-003
O-00441,C-00544,Pham Van Son,2026-06-30,2777000,SUCCESS,EV-002
O-00442,C-01418,Pham Van Nam,2026-06-24,2673000,SUCCESS,EV-008
O-00443,C-01192,Bui Van Thanh,2026-07-15,3344000,SUCCESS,EV-009
O-00444,C-01309,Pham Van Linh,2026-07-02,1497000,SUCCESS,EV-010
O-00445,C-00745,Hoang Van Quang,2026-06-30,4443000,SUCCESS,EV-007
O-00446,C-01545,Le Van Quang,2026-06-30,3212000,SUCCESS,EV-001
O-00447,C-00212,Bui Van Thanh,2026-07-15,2800000,SUCCESS,EV-001
O-00448,C-01055,Phan Van Binh,2026-07-08,736000,FAILED,EV-006
O-00449,C-00572,Vu Van Trung,2026-07-01,4461000,SUCCESS,EV-008
O-00450,C-00618,Tran Van Dung,2026-06-23,3491000,SUCCESS,EV-009
O-00451,C-00665,Nguyen Van Dung,2026-07-04,4270000,SUCCESS,EV-007
O-00452,C-01458,Vo Van Phuc,2026-07-15,483000,SUCCESS,EV-008
O-00453,C-00238,Vo Van Thanh,2026-07-18,3616000,SUCCESS,EV-007
O-00454,C-01070,Phan Van Son,2026-06-21,1043000,SUCCESS,EV-007
O-00455,C-00522,Tran Van Hung,2026-07-04,4100000,SUCCESS,EV-003
O-00456,C-00823,Vu Van Khanh,2026-06-24,2944000,SUCCESS,EV-009
O-00457,C-00698,Le Van Minh,2026-07-07,122000,SUCCESS,EV-006
O-00458,C-01637,Dang Van Khanh,2026-07-10,644000,FAILED,EV-009
O-00459,C-00632,Tran Van Phuc,2026-07-10,1912000,SUCCESS,EV-003
O-00460,C-01908,Hoang Van Trung,2026-06-27,4881000,FAILED,EV-002
O-00461,C-00611,Nguyen Van Phuc,2026-06-22,230000,SUCCESS,EV-001
O-00462,C-01030,Vo Van Hung,2026-07-04,3942000,SUCCESS,EV-002
O-00463,C-00177,Dang Van Linh,2026-06-29,523000,SUCCESS,EV-010
O-00464,C-00101,Pham Van Linh,2026-06-26,3239000,FAILED,EV-007
O-00465,C-01334,Le Van Quang,2026-07-13,164000,SUCCESS,EV-004
O-00466,C-01182,Hoang Van Hieu,2026-06-20,2368000,SUCCESS,EV-006
O-00467,C-01407,Dang Van Linh,2026-06-30,3594000,SUCCESS,EV-009
O-00468,C-00272,Hoang Van Dung,2026-07-06,2976000,SUCCESS,EV-008
O-00469,C-00329,Dang Van Cuong,2026-07-14,4578000,SUCCESS,EV-009
O-00470,C-00924,Phan Van Nam,2026-07-06,3788000,SUCCESS,EV-006
O-00471,C-01700,Bui Van Son,2026-07-10,3115000,SUCCESS,EV-010
O-00472,C-00580,Pham Van Linh,2026-07-16,4509000,SUCCESS,EV-008
O-00473,C-00424,Hoang Van Thanh,2026-07-02,2558000,SUCCESS,EV-001
O-00474,C-01684,Le Van Cuong,2026-07-04,3160000,SUCCESS,EV-009
O-00475,C-00879,Pham Van Thanh,2026-06-23,1202000,SUCCESS,EV-010
O-00476,C-00733,Nguyen Van Minh,2026-07-04,1684000,SUCCESS,EV-004
O-00477,C-00687,Phan Van Binh,2026-07-06,1784000,FAILED,EV-003
O-00478,C-01217,Tran Van Hung,2026-07-14,2054000,SUCCESS,EV-002
O-00479,C-00691,Tran Van Trung,2026-07-18,4597000,SUCCESS,EV-003
O-00480,C-00140,Le Van Minh,2026-07-05,3368000,SUCCESS,EV-005
O-00481,C-00368,Le Van Dung,2026-07-14,3840000,SUCCESS,EV-008
O-00482,C-01422,Phan Van Binh,2026-07-10,2986000,SUCCESS,EV-007
O-00483,C-00468,Nguyen Van Cuong,2026-06-26,2204000,SUCCESS,EV-004
O-00484,C-01935,Dang Van Anh,2026-07-12,221000,SUCCESS,EV-001
O-00485,C-01396,Dang Van Hieu,2026-06-27,1159000,SUCCESS,EV-008
O-00486,C-01870,Pham Van Hieu,2026-07-06,2998000,SUCCESS,EV-008
O-00487,C-00159,Tran Van Hung,2026-07-08,3671000,SUCCESS,EV-005
O-00488,C-00031,Bui Van Cuong,2026-06-29,3258000,SUCCESS,EV-009
O-00489,C-00160,Hoang Van Khanh,2026-06-29,652000,SUCCESS,EV-004
O-00490,C-00453,Tran Van Nam,2026-06-20,685000,SUCCESS,EV-001
O-00491,C-00897,Hoang Van Minh,2026-06-22,4959000,SUCCESS,EV-007
O-00492,C-00991,Phan Van Nam,2026-06-27,2530000,SUCCESS,EV-008
O-00493,C-01941,Le Van Son,2026-06-22,4048000,SUCCESS,EV-003
O-00494,C-00826,Phan Van Nam,2026-06-24,2790000,SUCCESS,EV-004
O-00495,C-01719,Vu Van Hieu,2026-07-01,1408000,SUCCESS,EV-009
O-00496,C-00635,Hoang Van Minh,2026-07-14,2076000,SUCCESS,EV-005
O-00497,C-00214,Bui Van Trung,2026-07-14,3052000,SUCCESS,EV-006
O-00498,C-00815,Dang Van Cuong,2026-06-26,3393000,SUCCESS,EV-005
O-00499,C-01392,Nguyen Van Thanh,2026-06-20,4372000,SUCCESS,EV-004
O-00500,C-00509,Le Van Minh,2026-07-02,111000,SUCCESS,EV-003
O-00501,C-00275,Pham Van Hung,2026-06-23,3708000,SUCCESS,EV-001
O-00502,C-01224,Vu Van Trung,2026-06-24,2431000,SUCCESS,EV-005
O-00503,C-00972,Phan Van Linh,2026-07-09,3105000,FAILED,EV-001
O-00504,C-00772,Hoang Van Linh,2026-07-10,4000000,SUCCESS,EV-006
O-00505,C-00403,Tran Van Linh,2026-07-18,4447000,SUCCESS,EV-010
O-00506,C-00770,Bui Van Hieu,2026-06-28,2531000,SUCCESS,EV-009
O-00507,C-01142,Vu Van Dung,2026-07-14,4408000,SUCCESS,EV-002
O-00508,C-01776,Phan Van Linh,2026-07-09,1917000,SUCCESS,EV-002
O-00509,C-01900,Vo Van Dung,2026-07-04,2549000,SUCCESS,EV-007
O-00510,C-00932,Tran Van Phuc,2026-07-05,2044000,SUCCESS,EV-006
O-00511,C-00264,Vu Van Trung,2026-07-02,3624000,SUCCESS,EV-008
O-00512,C-00844,Pham Van Anh,2026-07-17,3137000,SUCCESS,EV-007
O-00513,C-01560,Nguyen Van Linh,2026-07-06,3491000,SUCCESS,EV-009
O-00514,C-01734,Tran Van Thanh,2026-07-14,3415000,SUCCESS,EV-002
O-00515,C-01082,Dang Van Cuong,2026-07-07,4271000,SUCCESS,EV-002
O-00516,C-01261,Dang Van Cuong,2026-07-04,3242000,SUCCESS,EV-009
O-00517,C-01120,Bui Van Binh,2026-06-30,2602000,SUCCESS,EV-010
O-00518,C-00185,Vu Van Son,2026-07-05,3563000,SUCCESS,EV-005
O-00519,C-01343,Vo Van Hieu,2026-07-03,3771000,SUCCESS,EV-004
O-00520,C-01382,Nguyen Van Dung,2026-07-08,548000,SUCCESS,EV-003
O-00521,C-01331,Hoang Van Thanh,2026-07-04,1528000,SUCCESS,EV-007
O-00522,C-00667,Le Van Anh,2026-07-02,2495000,SUCCESS,EV-008
O-00523,C-00894,Bui Van Linh,2026-06-23,4192000,SUCCESS,EV-003
O-00524,C-01049,Le Van Trung,2026-06-27,2457000,FAILED,EV-007
O-00525,C-01052,Hoang Van Khanh,2026-06-20,2932000,SUCCESS,EV-007
O-00526,C-01926,Phan Van Linh,2026-06-19,1256000,SUCCESS,EV-004
O-00527,C-01640,Vo Van Linh,2026-06-20,586000,SUCCESS,EV-008
O-00528,C-01381,Phan Van Son,2026-07-03,1257000,SUCCESS,EV-006
O-00529,C-00001,Dang Van Hung,2026-06-24,1411000,SUCCESS,EV-007
O-00530,C-01770,Phan Van Hieu,2026-07-04,4978000,SUCCESS,EV-002
O-00531,C-00592,Nguyen Van Thanh,2026-07-17,2194000,FAILED,EV-003
O-00532,C-00021,Tran Van Thanh,2026-07-17,886000,SUCCESS,EV-007
O-00533,C-00407,Pham Van Linh,2026-07-17,2562000,SUCCESS,EV-009
O-00534,C-00801,Bui Van Quang,2026-07-05,3628000,SUCCESS,EV-007
O-00535,C-01564,Phan Van Khanh,2026-07-15,2650000,SUCCESS,EV-008
O-00536,C-01715,Bui Van Nam,2026-06-24,4934000,SUCCESS,EV-004
O-00537,C-00620,Le Van Anh,2026-07-01,4077000,SUCCESS,EV-005
O-00538,C-01754,Le Van Hung,2026-07-16,4243000,SUCCESS,EV-005
O-00539,C-01620,Vo Van Anh,2026-07-10,3735000,SUCCESS,EV-002
O-00540,C-00520,Vu Van Hieu,2026-07-07,2842000,FAILED,EV-004
O-00541,C-01558,Pham Van Hieu,2026-07-08,1416000,SUCCESS,EV-006
O-00542,C-01363,Vu Van Hung,2026-07-02,1437000,SUCCESS,EV-001
O-00543,C-01629,Vu Van Minh,2026-07-14,1544000,SUCCESS,EV-010
O-00544,C-01755,Phan Van Linh,2026-07-11,386000,SUCCESS,EV-005
O-00545,C-00124,Vo Van Anh,2026-07-03,1276000,SUCCESS,EV-006
O-00546,C-00325,Pham Van Phuc,2026-06-26,2722000,SUCCESS,EV-007
O-00547,C-00981,Hoang Van Khanh,2026-06-29,2852000,SUCCESS,EV-009
O-00548,C-01634,Bui Van Minh,2026-07-01,4199000,SUCCESS,EV-005
O-00549,C-00322,Hoang Van Trung,2026-06-26,2338000,SUCCESS,EV-005
O-00550,C-01885,Vo Van Minh,2026-07-15,1357000,SUCCESS,EV-002
O-00551,C-00670,Le Van Nam,2026-07-18,747000,SUCCESS,EV-003
O-00552,C-00310,Bui Van Cuong,2026-06-29,1656000,SUCCESS,EV-006
O-00553,C-01709,Pham Van Thanh,2026-07-14,797000,SUCCESS,EV-001
O-00554,C-01975,Hoang Van Hung,2026-07-18,709000,SUCCESS,EV-008
O-00555,C-00249,Tran Van Minh,2026-06-24,4192000,SUCCESS,EV-009
O-00556,C-01152,Dang Van Phuc,2026-06-25,3949000,SUCCESS,EV-005
O-00557,C-00839,Bui Van Minh,2026-07-10,2741000,SUCCESS,EV-010
O-00558,C-01606,Vu Van Hieu,2026-06-20,4028000,SUCCESS,EV-005
O-00559,C-01207,Hoang Van Minh,2026-07-09,4397000,SUCCESS,EV-009
O-00560,C-01537,Vu Van Hung,2026-07-04,2309000,SUCCESS,EV-007
O-00561,C-01492,Vu Van Phuc,2026-07-09,3168000,SUCCESS,EV-006
O-00562,C-01460,Vu Van Anh,2026-07-14,2842000,SUCCESS,EV-007
O-00563,C-00929,Le Van Trung,2026-07-13,3536000,SUCCESS,EV-009
O-00564,C-01747,Tran Van Thanh,2026-07-15,1363000,SUCCESS,EV-010
O-00565,C-00316,Vo Van Cuong,2026-06-25,1703000,SUCCESS,EV-004
O-00566,C-00984,Le Van Hung,2026-07-05,2528000,SUCCESS,EV-010
O-00567,C-01406,Vu Van Anh,2026-07-14,4441000,FAILED,EV-005
O-00568,C-00880,Nguyen Van Binh,2026-07-16,4938000,SUCCESS,EV-006
O-00569,C-00337,Bui Van Dung,2026-07-15,553000,SUCCESS,EV-010
O-00570,C-00443,Nguyen Van Quang,2026-07-09,2302000,SUCCESS,EV-009
O-00571,C-00951,Hoang Van Son,2026-07-18,169000,SUCCESS,EV-007
O-00572,C-01936,Hoang Van Cuong,2026-06-20,1604000,SUCCESS,EV-005
O-00573,C-00358,Le Van Nam,2026-07-10,1779000,SUCCESS,EV-007
O-00574,C-00515,Dang Van Son,2026-07-04,3507000,SUCCESS,EV-010
O-00575,C-00861,Pham Van Hieu,2026-06-27,2797000,SUCCESS,EV-010
O-00576,C-01818,Tran Van Khanh,2026-07-09,4049000,SUCCESS,EV-007
O-00577,C-00554,Hoang Van Trung,2026-07-12,2931000,SUCCESS,EV-005
O-00578,C-00100,Tran Van Hieu,2026-07-06,4150000,SUCCESS,EV-007
O-00579,C-01683,Tran Van Anh,2026-07-04,921000,SUCCESS,EV-009
O-00580,C-00397,Dang Van Trung,2026-07-02,414000,SUCCESS,EV-010
O-00581,C-00982,Phan Van Dung,2026-07-14,950000,SUCCESS,EV-009
O-00582,C-01881,Bui Van Dung,2026-07-10,1405000,SUCCESS,EV-003
O-00583,C-01811,Vo Van Minh,2026-06-29,4516000,FAILED,EV-002
O-00584,C-01944,Nguyen Van Dung,2026-06-30,603000,SUCCESS,EV-010
O-00585,C-01128,Vu Van Dung,2026-07-09,301000,SUCCESS,EV-010
O-00586,C-01571,Tran Van Anh,2026-06-25,755000,SUCCESS,EV-004
O-00587,C-01491,Dang Van Quang,2026-06-29,914000,SUCCESS,EV-005
O-00588,C-00968,Bui Van Binh,2026-06-25,1064000,SUCCESS,EV-005
O-00589,C-00288,Pham Van Son,2026-06-20,1715000,SUCCESS,EV-003
O-00590,C-01331,Hoang Van Thanh,2026-06-23,4694000,SUCCESS,EV-006
O-00591,C-01528,Le Van Nam,2026-07-09,389000,SUCCESS,EV-009
O-00592,C-01460,Vu Van Anh,2026-07-16,2539000,SUCCESS,EV-002
O-00593,C-01183,Tran Van Trung,2026-06-30,1289000,FAILED,EV-010
O-00594,C-01598,Hoang Van Son,2026-06-27,2426000,FAILED,EV-008
O-00595,C-01507,Vu Van Thanh,2026-07-06,1825000,SUCCESS,EV-006
O-00596,C-00439,Pham Van Khanh,2026-07-18,3421000,SUCCESS,EV-004
O-00597,C-01619,Vo Van Khanh,2026-07-11,2721000,SUCCESS,EV-001
O-00598,C-01403,Vo Van Dung,2026-07-03,740000,SUCCESS,EV-003
O-00599,C-01604,Phan Van Hieu,2026-06-19,264000,SUCCESS,EV-005
O-00600,C-01046,Hoang Van Quang,2026-06-19,3137000,SUCCESS,EV-001
O-00601,C-00972,Phan Van Linh,2026-07-11,1441000,FAILED,EV-005
O-00602,C-00918,Pham Van Dung,2026-07-17,2508000,SUCCESS,EV-009
O-00603,C-01461,Tran Van Hieu,2026-06-26,1173000,SUCCESS,EV-001
O-00604,C-01410,Bui Van Phuc,2026-07-17,867000,SUCCESS,EV-003
O-00605,C-00293,Dang Van Hieu,2026-07-16,4181000,SUCCESS,EV-003
O-00606,C-01042,Bui Van Quang,2026-07-07,541000,SUCCESS,EV-007
O-00607,C-00262,Hoang Van Binh,2026-06-26,2413000,SUCCESS,EV-003
O-00608,C-00633,Le Van Khanh,2026-06-22,3767000,SUCCESS,EV-008
O-00609,C-00501,Tran Van Son,2026-07-10,3412000,SUCCESS,EV-003
O-00610,C-00042,Vo Van Quang,2026-07-18,2740000,SUCCESS,EV-010
O-00611,C-00264,Vu Van Trung,2026-06-21,1398000,SUCCESS,EV-009
O-00612,C-01650,Pham Van Cuong,2026-06-28,699000,SUCCESS,EV-006
O-00613,C-00702,Le Van Linh,2026-07-17,817000,SUCCESS,EV-005
O-00614,C-01045,Pham Van Hung,2026-07-14,2180000,SUCCESS,EV-006
O-00615,C-00714,Hoang Van Binh,2026-06-23,1572000,SUCCESS,EV-009
O-00616,C-00118,Tran Van Thanh,2026-07-03,1750000,SUCCESS,EV-010
O-00617,C-00870,Tran Van Quang,2026-07-07,2493000,SUCCESS,EV-003
O-00618,C-01171,Bui Van Dung,2026-07-14,1439000,SUCCESS,EV-006
O-00619,C-01454,Hoang Van Minh,2026-07-05,2660000,FAILED,EV-008
O-00620,C-00312,Vu Van Khanh,2026-07-11,1370000,SUCCESS,EV-002
O-00621,C-00585,Le Van Dung,2026-06-27,1647000,SUCCESS,EV-003
O-00622,C-00907,Le Van Hieu,2026-06-30,1955000,SUCCESS,EV-007
O-00623,C-01497,Le Van Minh,2026-07-09,2149000,SUCCESS,EV-010
O-00624,C-02000,Pham Van Binh,2026-06-24,2322000,SUCCESS,EV-001
O-00625,C-00757,Tran Van Binh,2026-07-06,4070000,SUCCESS,EV-005
O-00626,C-00441,Dang Van Thanh,2026-07-10,310000,FAILED,EV-010
O-00627,C-01082,Dang Van Cuong,2026-07-01,4917000,SUCCESS,EV-008
O-00628,C-00585,Le Van Dung,2026-07-09,2533000,SUCCESS,EV-006
O-00629,C-00651,Bui Van Cuong,2026-07-08,4230000,SUCCESS,EV-003
O-00630,C-00618,Tran Van Dung,2026-07-06,628000,SUCCESS,EV-004
O-00631,C-01629,Vu Van Minh,2026-07-11,4267000,SUCCESS,EV-010
O-00632,C-01066,Tran Van Linh,2026-07-07,4778000,SUCCESS,EV-003
O-00633,C-01503,Phan Van Hung,2026-06-24,4570000,SUCCESS,EV-008
O-00634,C-01665,Pham Van Dung,2026-07-18,4007000,SUCCESS,EV-008
O-00635,C-01572,Pham Van Quang,2026-06-21,2884000,SUCCESS,EV-009
O-00636,C-00360,Phan Van Khanh,2026-06-25,2635000,SUCCESS,EV-003
O-00637,C-01748,Pham Van Trung,2026-07-07,4465000,SUCCESS,EV-001
O-00638,C-01547,Dang Van Anh,2026-07-10,4360000,SUCCESS,EV-005
O-00639,C-00928,Hoang Van Hung,2026-07-07,1666000,FAILED,EV-006
O-00640,C-00018,Dang Van Nam,2026-07-10,1254000,SUCCESS,EV-001
O-00641,C-01288,Vo Van Linh,2026-06-30,1450000,SUCCESS,EV-010
O-00642,C-01198,Vo Van Cuong,2026-07-10,4265000,SUCCESS,EV-003
O-00643,C-00429,Vu Van Thanh,2026-06-26,2649000,SUCCESS,EV-006
O-00644,C-01975,Hoang Van Hung,2026-07-16,1931000,SUCCESS,EV-002
O-00645,C-00006,Hoang Van Khanh,2026-07-04,4214000,SUCCESS,EV-008
O-00646,C-00942,Vu Van Trung,2026-06-21,3941000,SUCCESS,EV-009
O-00647,C-00569,Dang Van Thanh,2026-07-11,3788000,SUCCESS,EV-007
O-00648,C-01295,Dang Van Linh,2026-07-07,258000,SUCCESS,EV-010
O-00649,C-01457,Le Van Thanh,2026-06-21,4177000,SUCCESS,EV-001
O-00650,C-01657,Phan Van Minh,2026-06-21,1311000,SUCCESS,EV-004
O-00651,C-01713,Nguyen Van Dung,2026-06-24,3796000,SUCCESS,EV-005
O-00652,C-00743,Bui Van Khanh,2026-06-22,1741000,SUCCESS,EV-001
O-00653,C-01876,Bui Van Nam,2026-07-10,851000,SUCCESS,EV-002
O-00654,C-01010,Vo Van Son,2026-07-07,2488000,SUCCESS,EV-002
O-00655,C-01870,Pham Van Hieu,2026-06-23,218000,SUCCESS,EV-006
O-00656,C-01453,Hoang Van Anh,2026-07-10,4546000,SUCCESS,EV-005
O-00657,C-01328,Tran Van Quang,2026-07-18,2551000,SUCCESS,EV-005
O-00658,C-00033,Vo Van Anh,2026-06-19,2621000,FAILED,EV-002
O-00659,C-00434,Hoang Van Dung,2026-06-30,1036000,SUCCESS,EV-009
O-00660,C-00307,Pham Van Khanh,2026-06-22,4471000,SUCCESS,EV-005
O-00661,C-00091,Hoang Van Quang,2026-06-24,4980000,SUCCESS,EV-004
O-00662,C-01669,Dang Van Anh,2026-07-17,4590000,SUCCESS,EV-006
