customerId,name,email,phone,address,avatarUrl,tier,status,password,walletBalance
C-00377,Vo Van Dung,vodung377@gmail.com,0959638052,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00378,Pham Van Dung,phamdung378@gmail.com,0995800540,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00379,Dang Van Nam,dangnam379@gmail.com,0978880796,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00380,Nguyen Van Anh,nguyenanh380@gmail.com,0975043905,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00381,Vu Van Son,vuson381@gmail.com,0943522480,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00382,Pham Van Dung,phamdung382@gmail.com,0984672173,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00383,Hoang Van Hung,hoanghung383@gmail.com,0952703562,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00384,Vu Van Khanh,vukhanh384@gmail.com,0910715060,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00385,Hoang Van Khanh,hoangkhanh385@gmail.com,0990094776,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00386,Vu Van Hieu,vuhieu386@gmail.com,0918388359,Ha Noi,,DIAMOND,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00387,Dang Van Minh,dangminh387@gmail.com,0955346728,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00388,Pham Van Khanh,phamkhanh388@gmail.com,0949423095,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00389,Le Van Anh,leanh389@gmail.com,0969307659,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00390,Dang Van Minh,dangminh390@gmail.com,0985543850,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00391,Tran Van Dung,trandung391@gmail.com,0998539871,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00392,Pham Van Dung,phamdung392@gmail.com,0955448738,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00393,Nguyen Van Anh,nguyenanh393@gmail.com,0946069825,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00394,Dang Van Phuc,dangphuc394@gmail.com,0977699257,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00395,Hoang Van Phuc,hoangphuc395@gmail.com,0946431323,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00396,Le Van Cuong,lecuong396@gmail.com,0937943805,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00397,Dang Van Trung,dangtrung397@gmail.com,0936754156,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00398,Nguyen Van Linh,nguyenlinh398@gmail.com,0996995450,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00399,Hoang Van Hung,hoanghung399@gmail.com,0990902004,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00400,Bui Van Cuong,buicuong400@gmail.com,0979144837,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00401,Le Van Anh,leanh401@gmail.com,0991812942,Ha Noi,,DIAMOND,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00402,Phan Van Dung,phandung402@gmail.com,0955779050,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00403,Tran Van Linh,tranlinh403@gmail.com,0920469919,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00404,Dang Van Quang,dangquang404@gmail.com,0969123862,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00405,Phan Van Thanh,phanthanh405@gmail.com,0957028715,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00406,Pham Van Phuc,phamphuc406@gmail.com,0973299074,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00407,Pham Van Linh,phamlinh407@gmail.com,0989827944,Ha Noi,,DIAMOND,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00408,Nguyen Van Binh,nguyenbinh408@gmail.com,0941350259,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00409,Pham Van Hieu,phamhieu409@gmail.com,0985417361,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00410,Le Van Nam,lenam410@gmail.com,0966933434,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00411,Pham Van Linh,phamlinh411@gmail.com,0946018957,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00412,Vu Van Phuc,vuphuc412@gmail.com,0986419712,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00413,Dang Van Phuc,dangphuc413@gmail.com,0922356907,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00414,Hoang Van Minh,hoangminh414@gmail.com,0919541516,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00415,Vu Van Dung,vudung415@gmail.com,0943445817,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00416,Le Van Dung,ledung416@gmail.com,0980841458,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00417,Phan Van Quang,phanquang417@gmail.com,0980921567,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00418,Nguyen Van Nam,nguyennam418@gmail.com,0954182405,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00419,Bui Van Minh,buiminh419@gmail.com,0941595756,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00420,Hoang Van Hung,hoanghung420@gmail.com,0966295855,Ha Noi,,DIAMOND,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00421,Dang Van Binh,dangbinh421@gmail.com,0999126220,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00422,Tran Van Nam,trannam422@gmail.com,0965182840,Ha Noi,,DIAMOND,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00423,Le Van Cuong,lecuong423@gmail.com,0924743983,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00424,Hoang Van Thanh,hoangthanh424@gmail.com,0963775339,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00425,Dang Van Thanh,dangthanh425@gmail.com,0950894650,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00426,Bui Van Khanh,buikhanh426@gmail.com,0985699611,Ha Noi,,DIAMOND,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00427,Nguyen Van Thanh,nguyenthanh427@gmail.com,0936498290,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00428,Dang Van Cuong,dangcuong428@gmail.com,0945582271,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00429,Vu Van Thanh,vuthanh429@gmail.com,0924169349,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00430,Le Van Linh,lelinh430@gmail.com,0997723154,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00431,Tran Van Nam,trannam431@gmail.com,0920384648,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00432,Pham Van Linh,phamlinh432@gmail.com,0917603660,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00433,Tran Van Anh,trananh433@gmail.com,0978076167,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00434,Hoang Van Dung,hoangdung434@gmail.com,0994533736,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00435,Nguyen Van Hieu,nguyenhieu435@gmail.com,0950880420,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00436,Bui Van Quang,buiquang436@gmail.com,0961662027,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00437,Le Van Nam,lenam437@gmail.com,0993236596,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00438,Hoang Van Dung,hoangdung438@gmail.com,0945533315,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00439,Pham Van Khanh,phamkhanh439@gmail.com,0918882434,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00440,Phan Van Quang,phanquang440@gmail.com,0996797846,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00441,Dang Van Thanh,dangthanh441@gmail.com,0967490863,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00442,Dang Van Thanh,dangthanh442@gmail.com,0971011568,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00443,Nguyen Van Quang,nguyenquang443@gmail.com,0993363128,Ha Noi,,DIAMOND,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00444,Dang Van Hieu,danghieu444@gmail.com,0936021647,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00445,Bui Van Son,buison445@gmail.com,0917448223,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00446,Pham Van Son,phamson446@gmail.com,0981277206,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00447,Phan Van Binh,phanbinh447@gmail.com,0992325877,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00448,Phan Van Trung,phantrung448@gmail.com,0962008018,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00449,Hoang Van Minh,hoangminh449@gmail.com,0989441017,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00450,Vu Van Dung,vudung450@gmail.com,0995962283,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00451,Dang Van Hieu,danghieu451@gmail.com,0984246720,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00452,Phan Van Anh,phananh452@gmail.com,0935250282,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00453,Tran Van Nam,trannam453@gmail.com,0922935630,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00454,Vo Van Hung,vohung454@gmail.com,0984025792,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00455,Dang Van Hieu,danghieu455@gmail.com,0950210098,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00456,Hoang Van Dung,hoangdung456@gmail.com,0923313491,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00457,Vu Van Quang,vuquang457@gmail.com,0945476117,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00458,Pham Van Quang,phamquang458@gmail.com,0951946995,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00459,Vu Van Khanh,vukhanh459@gmail.com,0941894229,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00460,Nguyen Van Quang,nguyenquang460@gmail.com,0957812527,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00461,Dang Van Anh,danganh461@gmail.com,0939163867,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00462,Nguyen Van Dung,nguyendung462@gmail.com,0938520809,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00463,Dang Van Linh,danglinh463@gmail.com,0960395092,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00464,Phan Van Nam,phannam464@gmail.com,0911600621,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00465,Nguyen Van Trung,nguyentrung465@gmail.com,0931232363,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00466,Vu Van Minh,vuminh466@gmail.com,0994259817,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00467,Vu Van Quang,vuquang467@gmail.com,0938652988,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00468,Nguyen Van Cuong,nguyencuong468@gmail.com,0987622491,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00469,Bui Van Cuong,buicuong469@gmail.com,0925462036,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00470,Vo Van Linh,volinh470@gmail.com,0952390330,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00471,Bui Van Phuc,buiphuc471@gmail.com,0911802596,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
